name,Tier,level,total-exp,web-dev,soft-dev,game-dev,cyber-secu,elective,no-of-tests,avg
Carry,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Bridgit,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Branton,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Bernita,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Basilio,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Tanecia,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Arti,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Latrease,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Amberley,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Laurinda,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Tawney,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Zarah,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Thang,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Yoko,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Wilhelmina,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Majid,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Wellington,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Maida,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Kimbely,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Sherard,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Milinda,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Kiira,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Hellen,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Mcarthur,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Malky,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Nija,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Nyree,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Kohl,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Obie,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Jammi,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Jeanell,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Jehu,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Jenia,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Jessicah,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Jondavid,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Olive,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Placido,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Joye,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Janiel,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Jahaziel,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Jacquelina,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Katrinia,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Gao,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Sameerah,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Falen,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Santo,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Saray,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Kenzi,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Meesha,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Maceo,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Maquita,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Montanna,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Atia,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Carnisha,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Amani,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Carrieann,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Alejandrina,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Aleia,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Aishia,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Adrina,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Tyneisha,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Wayde,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Timmie,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Cortnee,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Telisa,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Tarrance,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Cristofer,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Sandor,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Sanna,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Sharise,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Danetta,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Shanah,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Retha,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Ragan,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Shady,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Darice,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Niklas,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Naja,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Meaghen,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Martinique,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Rolonda,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Rika,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Shaneen,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Reshawn,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Lanetta,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Adelia,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Adrena,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Alane,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Akita,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Nhan,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Nichalas,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Akram,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Aishah,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Nuria,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Jawan,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Nyasia,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Alistair,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Olivier,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Garnett,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Perez,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Ludivina,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Ema,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Angelicia,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Rachana,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
De,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Delroy,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Ragina,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Chesley,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Avalon,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Chazz,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Chaundra,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Davia,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Tong,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Shauntell,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Errica,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Sydnie,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Favio,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Venecia,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Valena,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Tonette,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Verne,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Shyann,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Taria,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Taquana,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Shoshannah,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Shirlene,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Sherrelle,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Shaan,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Yonatan,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Ronak,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Abeer,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Sherine,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Ranesha,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Sherea,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Homar,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Shaynna,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Shaya,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Myla,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Megha,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Mayte,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Maryrose,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Andreanna,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Zaneta,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Alonda,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Luisana,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Andrell,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Kanani,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Sherif,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Desaree,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Sherrika,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Jerrie,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Jennyfer,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Jawann,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Sigourney,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Gustav,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Sokha,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Gregroy,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Edsel,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Emalee,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Tanay,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Elinor,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Doria,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Telly,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Calley,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Taunya,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Tarynn,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Terrina,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Belynda,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Elysse,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Eran,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Ariela,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Torris,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Ania,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Ranisha,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Dava,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Hansen,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Tika,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Tijuan,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Merisa,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Shericka,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Kally,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Tila,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Justino,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Megumi,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Thadius,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Teona,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Tessia,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Jett,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Toan,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Robie,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Meeka,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Maurine,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Tyanna,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Tywan,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Indya,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Tamber,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Carrissa,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Charlyn,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Matia,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Maryssa,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Takeya,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Sully,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Thaddaeus,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Rendi,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Nahshon,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Vahe,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Jerone,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Kealy,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Tziporah,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Tanaya,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Sione,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Priscillia,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Kristena,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Sascha,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Lashanta,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Ronaldo,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Radley,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Quincey,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Lottie,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Marcelina,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Elspeth,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Mireille,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Rehana,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Shakema,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Latroy,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Cieara,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Rekha,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Consuela,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Dontavious,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Tahisha,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Marit,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Deondre,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Kahlil,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Montreal,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Latriece,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Lyla,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Shannyn,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Faisal,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Romero,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Sharrell,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Lovina,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Somnang,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Leesha,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Gerren,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Kawika,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Hali,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Siena,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Halle,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Manisha,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Justo,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Mick,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Jens,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Medina,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Liseth,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Nadya,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Nereyda,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Luisalberto,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Garron,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Roselynn,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Darleen,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Atiya,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Tahir,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Marcey,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Dionicio,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Lakisa,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Feliciano,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Ryder,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Ceara,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Addam,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Shalon,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Godfrey,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Christyna,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Lamisha,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Vernard,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Davey,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Tirzah,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Dejon,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Jazzmin,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Lyric,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Tashena,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Kela,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Shermika,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Anel,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Elizabet,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Chip,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Derron,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Deedee,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Faigy,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Jovani,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Karan,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Winfield,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Kamaria,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Patton,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Agatha,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Onica,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Kaydi,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Tyrese,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Kamilla,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Les,f,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.5
Satara,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Genise,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Natavia,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Carolann,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Frederica,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Ericca,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Destinie,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Duriel,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Sarika,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Deeann,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Meyer,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Man,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Blas,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Darcee,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Saquan,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Hanah,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Sarath,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Munir,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Devron,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Rodricus,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Rito,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Domique,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Charletta,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Carra,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Parag,f,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
